gene
ADSS1
ADSS2
ADTRP
AEBP1
AEBP2
AEN
AFAP1
AFAP1-AS1
AFAP1L1
AFAP1L2
AFDN
AFDN-DT
AFF1
AFF2
AFF3
AFF4
AFG1L
AFG2B
AFG3L1P
AFM
AFMID
AFP
AFTPH
AGA
AGA-DT
AGAP1
AGAP2
AGAP2-AS1
AGAP3
AGBL1
AGBL1-AS1
AGBL3
AGBL4
AGBL5
AGBL5-AS1
AGFG1
AGFG2
AGGF1
AGK
AGL
AGMAT
AGMO
AGO1
AGO2
AGO3
AGO4
AGPAT2
AGPAT3
AGPAT4
AGPS
AGR2
AGR3
AGRN
AGRP
AGT
AGTPBP1
AGTR1
AGTR2
AGXT
AGXT2
AHCTF1
AHCY
AHCYL1
AHCYL2
AHDC1
AHI1
AHI1-DT
AHNAK
AHNAK2
AHR
AHSA1
AHSA2P
AHSG
AHSP
AICDA
AIDA
AIF1L
AIFM1
AIFM2
AIFM3
AIG1
AIM2
AIMP1
AIP
AIPL1
AIRE
AIRIM
AJAP1
AJM1
AJUBA
AK1
AK2
AK3
AK4
AK5
AK7
AK8
AK9
AKAIN1
AKAP1
AKAP1-DT
AKAP10
AKAP11
AKAP12
AKAP13
AKAP14
AKAP17BP
AKAP3
AKAP4
AKAP5
AKAP6
AKAP7
AKAP8
AKAP8L
AKAP9
AKIP1
AKIRIN1
AKIRIN2
AKNA
AKNAD1
AKR1A1
AKR1B1
AKR1B10
AKR1B15
AKR1C1
AKR1C3
AKR1C4
AKR1C8
AKR1D1
AKR1E2
AKR7A2
AKR7L
AKT1S1
AKT2
AKTIP
ALAD
ALAS1
ALAS2
ALB
ALCAM
ALDH16A1
ALDH18A1
ALDH1A1
ALDH1A2
ALDH1A3
ALDH1B1
ALDH1L1
ALDH1L1-AS2
ALDH1L2
ALDH2
ALDH3A1
ALDH3A2
ALDH3B1
ALDH3B2
ALDH4A1
ALDH5A1
ALDH6A1
ALDH7A1
ALDH8A1
ALDH9A1
ALDOB
ALDOC
ALG10
ALG10B
ALG11
ALG13
ALG14
ALG1L9P
ALG2
ALG3
ALG5
ALG6
ALG8
ALG9
ALK
ALKAL1
ALKBH1
ALKBH2
ALKBH3
ALKBH3-AS1
ALKBH4
ALKBH5
ALKBH7
ALKBH8
ALLC
ALMS1
ALOX12
ALOX12B
ALOX12P2
ALOX15
ALOX15B
ALOX5AP
ALOXE3
ALPG
ALPI
ALPK1
ALPK3
ALPL
ALPP
ALS2
ALS2CL
ALX1
ALX4
ALYREF
AMBN
AMBP
AMBRA1
AMD1
AMDHD1
AMELX
AMELY
AMER1
AMER2
AMER3
AMFR
AMH
AMHR2
AMIGO1
AMIGO2
AMMECR1
AMMECR1L
AMN1
AMOT
AMOTL1
AMOTL2
AMPD1
AMPD2
AMPD3
AMPH
AMTN
AMY2B
AMZ1
AMZ2
AMZ2P1
ANAPC1
ANAPC10
ANAPC11
ANAPC13
ANAPC15
ANAPC16
ANAPC1P2
ANAPC2
ANAPC4
ANAPC5
ANAPC7
ANG
ANGEL1
ANGEL2
ANGPT1
ANGPT2
ANGPT4
ANGPTL1
ANGPTL2
ANGPTL3
ANGPTL5
ANGPTL7
ANGPTL8
ANHX
ANK1
ANK2
ANK3
ANKDD1A
ANKDD1B
ANKEF1
ANKFN1
ANKFY1
ANKH
ANKIB1
ANKK1
ANKLE1
ANKLE2
ANKMY1
ANKMY2
ANKRA2
ANKRD10
ANKRD10-IT1
ANKRD11
ANKRD12
ANKRD13A
ANKRD13B
ANKRD13C
ANKRD13C-DT
ANKRD13D
ANKRD16
ANKRD17
ANKRD17-DT
ANKRD18A
ANKRD18B
ANKRD19P
ANKRD2
ANKRD20A11P
ANKRD20A5P
ANKRD20A6P
ANKRD22
ANKRD24
ANKRD26
ANKRD26P3
ANKRD27
ANKRD28
ANKRD29
ANKRD30A
ANKRD30B
ANKRD30BL
ANKRD30BP1
ANKRD30BP2
ANKRD30BP3
ANKRD31
ANKRD33
ANKRD33B
ANKRD34A
ANKRD34B
ANKRD34C
ANKRD34C-AS1
ANKRD35
ANKRD36
ANKRD36B
ANKRD36BP2
ANKRD36C
ANKRD39
ANKRD40
ANKRD40CL
ANKRD42
ANKRD42-DT
ANKRD44
ANKRD45
ANKRD46
ANKRD49
ANKRD50
ANKRD52
ANKRD53
ANKRD54
ANKRD55
ANKRD60
ANKRD61
ANKRD62
ANKRD63
ANKRD65
ANKRD66
ANKRD7
ANKRD9
ANKS1A
ANKS1B
ANKS6
ANKUB1
ANKZF1
ANLN
ANO1
ANO10
ANO2
ANO3
ANO4
ANO5
ANO6
ANO7
ANO9
ANOS1
ANP32A
ANP32B
ANP32CP
ANP32D
ANP32E
ANPEP
ANTKMT
ANTXR1
ANTXR2
ANTXRL
ANTXRLP1
ANXA1
ANXA10
ANXA11
ANXA13
ANXA2
ANXA2P2
ANXA2P3
ANXA2R-AS1
ANXA2R-OT1
ANXA3
ANXA4
ANXA5
ANXA6
ANXA7
ANXA8
ANXA9
AOAH
AOC1
AOC2
AOC3
AOC4P
AOPEP
AOX1
AOX3P-AOX2P
AP1AR
AP1B1
AP1B1P1
AP1G1
AP1G2
AP1M1
AP1M2
AP1S1
AP1S2
AP1S3
AP2A1
AP2B1
AP2M1
AP2S1
AP3B1
AP3B2
AP3D1
AP3M1
AP3M2
AP3S1
AP4B1
AP4E1
AP4M1
AP4S1
AP5B1
AP5M1
AP5S1
AP5Z1
APBA3
APBB1
APBB1IP
APBB2
APBB3
APC
APC2
APCDD1
APCDD1L
APCDD1L-DT
APCS
APEH
APELA
APEX2
APH1A
APH1B
API5
APIP
APLF
APLNR
APLP1
APLP2
APMAP
APOA1
APOA2
APOA4
APOA5
APOBEC1
APOBEC2
APOBEC3A
APOBEC3B
APOBEC3C
APOBEC3F
APOBEC3G
APOBEC3H
APOBEC4
APOC1
APOC3
APOD
APOE
APOL1
APOL2
APOL3
APOL4
APOL6
APOLD1
APOO
APOOL
APP
APPBP2
APPL1
APPL2
APRG1
APRT
APTR
APTX
AQP1
AQP10
AQP2
AQP3
AQP4
AQP4-AS1
AQP5
AQP6
AQP7
AQP8
AQP9
AQR
AR
ARAF
ARAP1
ARAP2
ARAP3
ARB2A
ARC
ARCN1
AREG
AREL1
ARF1
ARF3
ARF6
ARFGAP1
ARFGAP3
ARFGEF1
ARFGEF1-DT
ARFGEF2
ARFGEF3
ARFIP1
ARFIP2
ARFRP1
ARG1
ARGFX
ARGLU1
ARGLU1-DT
ARHGAP1
ARHGAP10
ARHGAP11A
ARHGAP11B-DT
ARHGAP12
ARHGAP15
ARHGAP18
ARHGAP19
ARHGAP20
ARHGAP21
ARHGAP22
ARHGAP22-IT1
ARHGAP23
ARHGAP23P1
ARHGAP24
ARHGAP25
ARHGAP26
ARHGAP26-AS1
ARHGAP27P1-BPTFP1-KPNA2P3
ARHGAP28
ARHGAP29
ARHGAP29-AS1
ARHGAP30
ARHGAP31
ARHGAP32
ARHGAP33
ARHGAP35
ARHGAP36
ARHGAP39
ARHGAP4
ARHGAP40
ARHGAP42
ARHGAP42-AS1
ARHGAP44
ARHGAP44-AS1
ARHGAP5
ARHGAP5-AS1
ARHGAP6
ARHGAP8
ARHGAP9
ARHGDIA
ARHGDIB
ARHGDIG
ARHGEF1
ARHGEF10L
ARHGEF11
ARHGEF12
ARHGEF15
ARHGEF16
ARHGEF17
ARHGEF18
ARHGEF19
ARHGEF2
ARHGEF2-AS1
ARHGEF25
ARHGEF26-AS1
ARHGEF28
ARHGEF3
ARHGEF3-AS1
ARHGEF33
ARHGEF37
ARHGEF38
ARHGEF39
ARHGEF4
ARHGEF4-AS1
ARHGEF40
ARHGEF6
ARHGEF7
ARHGEF7-AS2
ARHGEF9
ARID1A
ARID1B
ARID2
ARID3A
ARID3B
ARID3C
ARID4A
ARID4B
ARID5A
ARID5B
ARIH1
ARIH2
ARK2C
ARK2N
ARL1
ARL10
ARL11
ARL13A
ARL13B
ARL14
ARL14EP
ARL14EP-DT
ARL14EPL
ARL15
ARL17A
ARL17B
ARL2
ARL2BP
ARL3
ARL4A
ARL4C
ARL4D
ARL5A
ARL5B
ARL5C
ARL6
ARL6IP1
ARL6IP4
ARL6IP5
ARL6IP6
ARL8A
ARL8B
ARL9
ARMC1
ARMC12
ARMC2
ARMC3
ARMC5
ARMC6
ARMC7
ARMC8
ARMC9
ARMCX1
ARMCX2
ARMCX3
ARMCX4
ARMCX5
ARMH1
ARMH3
ARMH4
ARMS2
ARNILA
ARNT
ARNT2
ARNT2-DT
ARPC1A
ARPC2
ARPC3
ARPC5
ARPC5L
ARPIN
ARPP19
ARPP21
ARR3
ARRB1
ARRB2
ARRDC1
ARRDC2
ARRDC3
ARRDC3-AS1
ARRDC4
ARRDC5
ARSA
ARSB
ARSD
ARSF
ARSG
ARSH
ARSI
ARSJ
ARSK
ARSL
ART3
ART4
ART5
ARTN
ARV1
ARVCF
ARX
ASAH1
ASAH1-AS1
ASAP1
ASB1
ASB10
ASB11
ASB12
ASB13
ASB15
ASB16
ASB16-AS1
ASB17
ASB18
ASB3
ASB4
ASB5
ASB7
ASB8
ASB9
ASCC1
ASCC2
ASCC3
ASCL1
ASCL2
ASCL3
ASCL4
ASCL5
ASGR1
ASGR2
ASH1L
ASH1L-AS1
ASH2L
ASIC1
ASIC2
ASIC4
ASIC5
ASMER1
ASNSD1
ASPA
ASPDH
ASPG
ASPH
ASPHD1
ASPHD2
ASPM
ASPSCR1
ASRGL1
ASS1
ASTE1
ASTL
ASTN1
ASTN2
ASTN2-AS1
ASXL1
ASXL2
ASXL3
ATAD1
ATAD2
ATAD2B
ATAD3A
ATAD3B
ATAD3C
ATAD5
ATCAY
ATE1
ATF1
ATF2
ATF3
ATF4
ATF6
ATF6-DT
ATF7
ATF7IP
ATG10
ATG12
ATG13
ATG14
ATG16L2
ATG2A
ATG2B
ATG3
ATG4A
ATG4B
ATG4C
ATG4D
ATG5
ATG7
ATG9B
ATIC
ATL2
ATL3
ATM
ATN1
ATOH1
ATOH7
ATOH8
ATOSA
ATOSB
ATOX1
ATP10A
ATP10B
ATP10D
ATP11A
ATP11A-AS1
ATP11AUN
ATP11B
ATP11B-DT
ATP11C
ATP12A
ATP13A1
ATP13A2
ATP13A3
ATP13A3-DT
ATP13A4
ATP13A5
ATP1A1
ATP1A1-AS1
ATP1A2
ATP1A3
ATP1A4
ATP1B2
ATP1B3
ATP1B4
ATP2A1
ATP2A2
ATP2A3
ATP2B1
ATP2B1-AS1
ATP2B2
ATP2B3
ATP2B4
ATP2C1
ATP2C2
ATP4A
ATP4B
ATP5F1A
ATP5F1B
ATP5F1C
ATP5F1D
ATP5F1E
ATP5MC1
ATP5MC2
ATP5MC3
ATP5ME
ATP5MF
ATP5MG
ATP5MGL
ATP5MJ
ATP5PB
ATP5PD
ATP5PDP3
ATP5PF
ATP5PO
ATP6AP1
ATP6AP1-DT
ATP6AP2
ATP6V0A1
ATP6V0A4
ATP6V0B
ATP6V0D1
ATP6V0D2
ATP6V0E1
ATP6V0E2
ATP6V0E2-AS1
ATP6V1A
ATP6V1B2
ATP6V1C1
ATP6V1D
ATP6V1E1
ATP6V1E2
ATP6V1F
ATP6V1H
ATP7A
ATP7B
ATP8A1
ATP8A2
ATP8B1
ATP8B2
ATP8B3
ATP8B4
ATP8B5P
ATP9A
ATP9B
ATPAF1
ATPAF2
ATPSCKMT
ATR
ATRAID
ATRIP
ATRN
ATRNL1
ATRX
ATXN1
ATXN1-AS1
ATXN10
ATXN1L
ATXN2
ATXN2L
ATXN3
ATXN3L
ATXN7
ATXN7L1
ATXN7L2
ATXN7L3
ATXN7L3B
ATXN8OS
AUH
AUP1
AURKA
AURKAIP1
AURKB
AURKC
AUTS2
AVEN
AVIL
AVL9
AVP
AVPI1
AVPR1A
AVPR1B
AVPR1B-DT
AVPR2
AWAT1
AWAT2
AXDND1
AXIN1
AXIN2
AXL
AZGP1
AZGP1P1
AZI2
AZIN1
AZIN2
B3GALNT1
B3GALT2
B3GALT5
B3GALT5-AS1
B3GALT6
B3GALT9
B3GAT1
B3GAT1-DT
B3GAT2
B3GLCT
B3GNT2
B3GNT3
B3GNT4
B3GNT5
B3GNT6
B3GNT7
B3GNT9
B4GALNT2
B4GALNT3
B4GALNT4
B4GALT1
B4GALT3
B4GALT4
B4GALT5
B4GALT6
B4GALT7
B9D1
B9D2
BAALC
BAALC-AS1
BAALC-AS2
BAAT
BABAM1
BABAM2
BACE1
BACE2
BACH1
BACH1-AS1
BACH1-IT1
BACH1-IT2
BACH1-IT3
BACH2
BAD
BAG1
BAG2
BAG3
BAG4
BAG5
BAHD1
BAIAP2
BAIAP2L1
BAIAP2L2
BAIAP3
BAK1
BAMBI
BANF1
BANF2
BANK1
BANP
BAP1
BARD1
BARHL1
BARHL2
BARX1
BARX1-DT
BARX2
BASP1-AS1
BASP1P1
BATF
BATF2
BATF3
BAX
BAZ1A
BAZ1B
BAZ2B
BBC3
BBIP1
BBLN
BBLNP2
BBOF1
BBOX1
BBOX1-AS1
BBS1
BBS10
BBS12
BBS2
BBS4
BBS5
BBS7
BBS9
BBX
BCAM
BCAN
BCAP29
BCAP31
BCAR1
BCAR1P1
BCAR3
BCAR3-AS1
BCAR4
BCAS1
BCAS2
BCAS3
BCAS4
BCAT1
BCAT2
BCCIP
BCDIN3D
BCDIN3D-AS1
BCHE
BCKDHB
BCKDK
BCL10
BCL10-AS1
BCL11A
BCL11B
BCL2
BCL2A1
BCL2L1
BCL2L10
BCL2L11
BCL2L12
BCL2L13
BCL2L15
BCL2L2
BCL3
BCL6
BCL6B
BCL7A
BCL7B
BCL7C
BCL9
BCL9L
BCLAF1
BCLAF3
BCO1
BCO2
BCOR
BCORL1
BCORP1
BCR
BDH2
BDKRB1
BDKRB2
BDNF
BDNF-AS
BEAN1
BEGAIN
BEND2
BEND3
BEND4
BEND5
BEND6
BEND7
BEND7-DT
BEST1
BEST2
BEST3
BEST4
BET1
BET1-AS1
BET1L
BETALINC1
BEX1
BEX2
BEX3
BEX4
BFSP1
BFSP2-AS1
BGN
BHLHA15
BHLHA9
BHLHE22
BHLHE23
BHLHE40
BHLHE40-AS1
BHLHE41
BHMT
BHMT2
BICC1
BICD1
BICD2
BICDL1
BICDL2
BICRA
BICRAL
BID
BIK
BIN1
BIN2
BIN3
BIRC2
BIRC3
BIRC5
BIRC6
BIRC7
BIVM
BLACE
BLCAP
BLID
BLMH
BLNK
BLOC1S1
BLOC1S2
BLOC1S3
BLOC1S4
BLOC1S5
BLTP1
BLTP2
BLTP3B
BLVRA
BLVRB
BLZF1
BMAL1
BMAL2
BMAL2-AS1
BMF
BMI1
BMP1
BMP10
BMP15
BMP2
BMP2K
BMP3
BMP4
BMP5
BMP6
BMP7
BMP8B
BMPER
BMPR1A
BMPR1B
BMPR1B-DT
BMS1P1
BMS1P16
BMX
BNC1
BNC2
BNIP1
BNIP2
BNIP3
BNIP3L
BNIP5
BNIPL
BOC
BOD1
BOD1L1
BOD1L2
BOK
BOK-AS1
BOLA1
BOLA3-DT
BOLA3P3
BOLL
BOP1
BORCS6
BORCS7
BORCS8
BPESC1
BPGM
BPHL
BPI
BPIFA1
BPIFA2
BPIFA3
BPIFA4P
BPIFB1
BPIFB2
BPIFB3
BPIFB4
BPIFB6
BPIFC
BPNT1
BPNT2
BPTF
BRAF
BRAP
BRAT1
BRCA1
BRCA2
BRCC3
BRD1
BRD10
BRD3
BRD3OS
BRD4
BRD7
BRD7P2
BRD8
BRD9
BRDT
BRF1
BRINP1
BRINP2
BRINP3
BRINP3-DT
BRIP1
BRIX1
BRIX1P1
BRK1
BRMS1
BRMS1L
BROX
BRPF1
BRPF3
BRPF3-AS1
BRS3
BRWD1
BRWD1-AS1
BRWD3
BSDC1
BSG
BSN
BSN-DT
BSND
BSPH1
BSPRY
BST1
BST2
BSX
BTAF1
BTBD10
BTBD16
BTBD17
BTBD18
BTBD19
BTBD2
BTBD3
BTBD3-AS1
BTBD6
BTBD8
BTBD9
BTC
BTD
BTF3
BTF3L4
BTF3P11
BTG1
BTG1-DT
BTG2
BTG2-DT
BTG4
BTK
BTLA
BTN2A2
BTN2A3P
BTN3A1
BTN3A2
BTNL3
BTNL8
BTNL9
BTRC
BUB1
BUB3
BUD13
BUD23
BUD31
BYSL
BZW1
BZW1-AS1
BZW2
C10orf105
C10orf120
C10orf143
C10orf53
C10orf55
C10orf62
C10orf67
C10orf71
C10orf71-AS1
C10orf88
C10orf90
C10orf95-AS1
C11orf16
C11orf21
C11orf24
C11orf40
C11orf42
C11orf54
C11orf58
C11orf65
C11orf68
C11orf71
C11orf86
C11orf87
C11orf91
C11orf97
C12orf42
C12orf43
C12orf50
C12orf54
C12orf56
C12orf57
C12orf60
C12orf71
C12orf75
C12orf76
C13orf42
C14orf119
C14orf132
C14orf39
C14orf93
C15orf32
C15orf39
C15orf40
C15orf61
C15orf62
C16orf54
C16orf74
C16orf78
C16orf86
C16orf87
C16orf89
C16orf90
C16orf92
C16orf95
C16orf95-DT
C16orf96
C17orf100
C17orf107
C17orf50
C17orf58
C17orf67
C17orf75
C17orf99
C18orf15
C18orf54
C18orf63
C19orf12
C19orf18
C19orf25
C19orf38
C19orf44
C19orf47
C19orf53
C19orf73
C19orf84
C1D
C1DP3
C1GALT1
C1GALT1C1L
C1GALT1P1
C1QA
C1QB
C1QBP
C1QC
C1QL1
C1QL2
C1QL4
C1QTNF1
C1QTNF1-AS1
C1QTNF12
C1QTNF2
C1QTNF3
C1QTNF6
C1QTNF7
C1QTNF7-AS1
C1QTNF8
C1QTNF9
C1QTNF9-AS1
C1S
C1orf105
C1orf115
C1orf116
C1orf122
C1orf141
C1orf146
C1orf159
C1orf162
C1orf174
C1orf185
C1orf198
C1orf21
C1orf210
C1orf216
C1orf220
C1orf35
C1orf52
C1orf53
C1orf54
C1orf87
C20orf141
C20orf173
C20orf181
C20orf202
C21orf58
C21orf91
C21orf91-OT1
C22orf31
C22orf39
C22orf42
C2CD2L
C2CD3
C2CD4A
C2CD4B
C2CD4C
C2CD4D
C2CD4D-AS1
C2CD5
C2orf15
C2orf42
C2orf49
C2orf49-DT
C2orf66
C2orf68
C2orf69
C2orf72
C2orf74-AS1
C2orf76
C2orf80
C2orf81
C3
C3AR1
C3orf18
C3orf20
C3orf22
C3orf36
C3orf38
C3orf49
C3orf52
C3orf62
C3orf70
C3orf80
C3orf85
C3orf86P
C4BPA
C4BPB
C4orf17
C4orf33
C4orf46
C4orf50
C4orf51
C4orf54
C5
C5AR1
C5AR2
C5orf15
C5orf22
C5orf24
C5orf34
C5orf46
C5orf47
C5orf52
C5orf58
C5orf63
C6
C6orf118
C6orf120
C6orf132
C6orf141
C6orf163
C6orf58
C6orf62
C6orf89
C7
C7orf33
C7orf57
C7orf78
C8A
C8B
C8G
C8orf17
C8orf34
C8orf44
C8orf48
C8orf74
C8orf76
C8orf89
C9
C9orf152
C9orf153
C9orf163
C9orf40
C9orf43
C9orf57
C9orf72
C9orf78
C9orf85
CA1
CA10
CA11
CA12
CA13
CA14
CA15P1
CA2
CA3
CA3-AS1
CA4
CA5B
CA5BP1
CA6
CA7
CA8
CA9
CAAP1
CAB39
CAB39L
CABCOCO1
CABIN1
CABLES1
CABLES2
CABP1
CABP4
CABP5
CABP7
CABS1
CABYR
CACHD1
CACNA1A
CACNA1B
CACNA1D
CACNA1E
CACNA1F
CACNA1G
CACNA1I
CACNA1S
CACNA2D1
CACNA2D1-AS1
CACNA2D2
CACNA2D3
CACNA2D3-AS1
CACNB1
CACNB2
CACNB3
CACNB4
CACNG1
CACNG2
CACNG2-DT
CACNG3
CACNG4
CACNG5
CACNG6
CACNG7
CACNG8
CACTIN
CACTIN-AS1
CACUL1
CACYBP
CAD
CADM1
CADM1-AS1
CADM2
CADM3
CADM3-AS1
CADM4
CADPS
CADPS2
CAGE1
CALB1
CALCA
CALCB
CALCOCO1
CALCOCO2
CALCR
CALCRL
CALD1
CALHM1
CALHM2
CALHM3
CALHM4
CALHM5
CALM1
CALM2
CALM3
CALML3-AS1
CALML5
CALML6
CALN1
CALU
CALY
CAMK1D
CAMK1G
CAMK2A
CAMK2B
CAMK2D
CAMK2G
CAMK2N1
CAMK2N2
CAMK4
CAMKK1
CAMKK2
CAMKMT
CAMKV
CAMLG
CAMP
CAMSAP1
CAMSAP2
CAMSAP3
CAMTA1
CAMTA1-DT
CAMTA1-IT1
CAMTA2
CAND1
CANT1
CAP1
CAP2
CAPG
CAPN1
CAPN1-AS1
CAPN10
CAPN10-DT
CAPN11
CAPN13
CAPN14
CAPN15
CAPN2
CAPN5
CAPN6
CAPN7
CAPN8
CAPN9
CAPNS1
CAPRIN1
CAPRIN2
CAPS2
CAPSL
CAPSL-DT
CAPZA1
CAPZA2
CAPZA3
CAPZB
CARD10
CARD11
CARD11-AS1
CARD14
CARD16
CARD18
CARD19
CARD6
CARD8
CARF
CARHSP1
CARINH
CARMIL1
CARMIL2
CARMN
CARNMT1
CARNMT1-AS1
CARNS1
CARS2
CARTPT
CASC11
CASC15
CASC16
CASC17
CASC18
CASC19
CASC2
CASC20
CASC22
CASC23
CASC3
CASC6
CASC8
CASC9
CASD1
CASK
CASKIN1
CASKIN2
CASP1
CASP10
CASP12
CASP14
CASP2
CASP3
CASP4
CASP5
CASP6
CASP7
CASP8
CASP8AP2
CASP9
CASQ1
CASQ2
CASR
CASS4
CAST
CASTOR1
CASTOR2
CASTOR3P
CASZ1
CAT
CATIP
CATIP-AS1
CATSPER1
CATSPER2
CATSPER2P1
CATSPER3
CATSPER4
CATSPERD
CATSPERE
CATSPERG
CAV1
CAV2
CAV3
CAVIN1
CAVIN2
CAVIN3
CAVIN4
CBARP
CBFA2T2
CBFA2T3
CBFB
CBL
CBLB
CBLC
CBLIF
CBLL1
CBLL1-AS1
CBLL2
CBLN1
CBLN2
CBLN3
CBLN4
CBR1
CBR1-AS1
CBR3
CBR4
CBR4-DT
CBX1
CBX1P2
CBX2
CBX3
CBX3P3
CBX3P9
CBX4
CBX5
CBX6
CBX7
CBX8
CBY1
CBY2
CC2D1B
CC2D2A
CC2D2B
CCAR1
CCAR2
CCBE1
CCDC102A
CCDC102B
CCDC106
CCDC110
CCDC112
CCDC116
CCDC117
CCDC12
CCDC121
CCDC122
CCDC124
CCDC125
CCDC126
CCDC127
CCDC13-AS2
CCDC134
CCDC136
CCDC138
CCDC14
CCDC140
CCDC141
CCDC142
CCDC144A
CCDC144NL
CCDC144NL-AS1
CCDC146
CCDC148
CCDC148-AS1
CCDC149
CCDC15
CCDC150
CCDC152
CCDC154
CCDC157
CCDC158
CCDC159
CCDC167
CCDC169
CCDC17
CCDC170
CCDC171
CCDC172
CCDC174
CCDC175
CCDC177
CCDC178
CCDC179
CCDC18
CCDC18-AS1
CCDC181
CCDC182
CCDC184
CCDC185
CCDC186
CCDC187
CCDC188
CCDC190
CCDC191
CCDC192
CCDC196
CCDC198
CCDC200
CCDC22
CCDC24
CCDC25
CCDC26
CCDC27
CCDC28A
CCDC28B
CCDC3
CCDC30
CCDC32
CCDC34
CCDC38
CCDC42
CCDC47
CCDC50
CCDC51
CCDC54
CCDC54-AS1
CCDC57
CCDC59
CCDC6
CCDC60
CCDC61
