profile_id,source,patient,sample,tissue,state,n_cells
GSE160269::P1T-E::Endothelial,GSE160269,P1,P1T-E,Tumor,Endothelial,310
GSE160269::P1T-E::Fibroblasts,GSE160269,P1,P1T-E,Tumor,Fibroblasts,77
GSE160269::P1T-E::Malignant,GSE160269,P1,P1T-E,Tumor,Malignant,242
GSE160269::P1T-E::Pericytes,GSE160269,P1,P1T-E,Tumor,Pericytes,48
GSE160269::P10T-E::Endothelial,GSE160269,P10,P10T-E,Tumor,Endothelial,76
GSE160269::P10T-E::Fibroblasts,GSE160269,P10,P10T-E,Tumor,Fibroblasts,1646
GSE160269::P10T-E::Malignant,GSE160269,P10,P10T-E,Tumor,Malignant,656
GSE160269::P10T-E::Pericytes,GSE160269,P10,P10T-E,Tumor,Pericytes,91
GSE160269::P104T::Epithelial,GSE160269,P104,P104T,Tumor,Epithelial,1
GSE160269::P104T-E::Endothelial,GSE160269,P104,P104T-E,Tumor,Endothelial,27
GSE160269::P104T-E::Fibroblasts,GSE160269,P104,P104T-E,Tumor,Fibroblasts,29
GSE160269::P104T-E::Malignant,GSE160269,P104,P104T-E,Tumor,Malignant,80
GSE160269::P104T-E::Pericytes,GSE160269,P104,P104T-E,Tumor,Pericytes,3
GSE160269::P107T-E::CD8Tex,GSE160269,P107,P107T-E,Tumor,CD8Tex,1
GSE160269::P107T-E::Endothelial,GSE160269,P107,P107T-E,Tumor,Endothelial,43
GSE160269::P107T-E::Fibroblasts,GSE160269,P107,P107T-E,Tumor,Fibroblasts,184
GSE160269::P107T-E::Malignant,GSE160269,P107,P107T-E,Tumor,Malignant,423
GSE160269::P107T-E::Pericytes,GSE160269,P107,P107T-E,Tumor,Pericytes,23
GSE160269::P11T-E::Endothelial,GSE160269,P11,P11T-E,Tumor,Endothelial,147
GSE160269::P11T-E::Fibroblasts,GSE160269,P11,P11T-E,Tumor,Fibroblasts,605
GSE160269::P11T-E::Malignant,GSE160269,P11,P11T-E,Tumor,Malignant,56
GSE160269::P11T-E::Pericytes,GSE160269,P11,P11T-E,Tumor,Pericytes,154
GSE160269::P12T-E::Endothelial,GSE160269,P12,P12T-E,Tumor,Endothelial,132
GSE160269::P12T-E::Fibroblasts,GSE160269,P12,P12T-E,Tumor,Fibroblasts,247
GSE160269::P12T-E::Malignant,GSE160269,P12,P12T-E,Tumor,Malignant,810
GSE160269::P12T-E::Pericytes,GSE160269,P12,P12T-E,Tumor,Pericytes,83
GSE160269::P126N-E::Endothelial,GSE160269,P126,P126N-E,Normal,Endothelial,313
GSE160269::P126N-E::Fibroblasts,GSE160269,P126,P126N-E,Normal,Fibroblasts,2777
GSE160269::P126N-E::Malignant,GSE160269,P126,P126N-E,Normal,Malignant,21
GSE160269::P126N-E::Pericytes,GSE160269,P126,P126N-E,Normal,Pericytes,20
GSE160269::P126T-E::Endothelial,GSE160269,P126,P126T-E,Tumor,Endothelial,5
GSE160269::P126T-E::Fibroblasts,GSE160269,P126,P126T-E,Tumor,Fibroblasts,93
GSE160269::P126T-E::Malignant,GSE160269,P126,P126T-E,Tumor,Malignant,93
GSE160269::P126T-E::Pericytes,GSE160269,P126,P126T-E,Tumor,Pericytes,7
GSE160269::P127N-E::Endothelial,GSE160269,P127,P127N-E,Normal,Endothelial,276
GSE160269::P127N-E::Fibroblasts,GSE160269,P127,P127N-E,Normal,Fibroblasts,1263
GSE160269::P127N-E::Malignant,GSE160269,P127,P127N-E,Normal,Malignant,115
GSE160269::P127N-E::Pericytes,GSE160269,P127,P127N-E,Normal,Pericytes,14
GSE160269::P127T-E::Endothelial,GSE160269,P127,P127T-E,Tumor,Endothelial,112
GSE160269::P127T-E::Fibroblasts,GSE160269,P127,P127T-E,Tumor,Fibroblasts,48
GSE160269::P127T-E::Malignant,GSE160269,P127,P127T-E,Tumor,Malignant,1584
GSE160269::P127T-E::Pericytes,GSE160269,P127,P127T-E,Tumor,Pericytes,14
GSE160269::P128N-E::Endothelial,GSE160269,P128,P128N-E,Normal,Endothelial,59
GSE160269::P128N-E::Fibroblasts,GSE160269,P128,P128N-E,Normal,Fibroblasts,2785
GSE160269::P128N-E::Malignant,GSE160269,P128,P128N-E,Normal,Malignant,9
GSE160269::P128N-E::Pericytes,GSE160269,P128,P128N-E,Normal,Pericytes,21
GSE160269::P128T-E::CD8Tex,GSE160269,P128,P128T-E,Tumor,CD8Tex,3
GSE160269::P128T-E::Endothelial,GSE160269,P128,P128T-E,Tumor,Endothelial,9
GSE160269::P128T-E::Fibroblasts,GSE160269,P128,P128T-E,Tumor,Fibroblasts,249
GSE160269::P128T-E::Malignant,GSE160269,P128,P128T-E,Tumor,Malignant,450
GSE160269::P128T-E::Pericytes,GSE160269,P128,P128T-E,Tumor,Pericytes,3
GSE160269::P128T-E::Tprolif,GSE160269,P128,P128T-E,Tumor,Tprolif,1
GSE160269::P130N-E::Endothelial,GSE160269,P130,P130N-E,Normal,Endothelial,226
GSE160269::P130N-E::Fibroblasts,GSE160269,P130,P130N-E,Normal,Fibroblasts,2759
GSE160269::P130N-E::Malignant,GSE160269,P130,P130N-E,Normal,Malignant,18
GSE160269::P130N-E::Pericytes,GSE160269,P130,P130N-E,Normal,Pericytes,22
GSE160269::P130T-E::CD8Tex,GSE160269,P130,P130T-E,Tumor,CD8Tex,8
GSE160269::P130T-E::Endothelial,GSE160269,P130,P130T-E,Tumor,Endothelial,12
GSE160269::P130T-E::Fibroblasts,GSE160269,P130,P130T-E,Tumor,Fibroblasts,371
GSE160269::P130T-E::Malignant,GSE160269,P130,P130T-E,Tumor,Malignant,423
GSE160269::P130T-E::Pericytes,GSE160269,P130,P130T-E,Tumor,Pericytes,9
GSE160269::P130T-E::Tprolif,GSE160269,P130,P130T-E,Tumor,Tprolif,7
GSE160269::P15T-E::Endothelial,GSE160269,P15,P15T-E,Tumor,Endothelial,273
GSE160269::P15T-E::Fibroblasts,GSE160269,P15,P15T-E,Tumor,Fibroblasts,792
GSE160269::P15T-E::Malignant,GSE160269,P15,P15T-E,Tumor,Malignant,737
GSE160269::P15T-E::Pericytes,GSE160269,P15,P15T-E,Tumor,Pericytes,52
GSE160269::P16T-E::Endothelial,GSE160269,P16,P16T-E,Tumor,Endothelial,10
GSE160269::P16T-E::Fibroblasts,GSE160269,P16,P16T-E,Tumor,Fibroblasts,42
GSE160269::P16T-E::Malignant,GSE160269,P16,P16T-E,Tumor,Malignant,2335
GSE160269::P16T-E::Pericytes,GSE160269,P16,P16T-E,Tumor,Pericytes,5
GSE160269::P17T-E::CD4Tconv,GSE160269,P17,P17T-E,Tumor,CD4Tconv,1
GSE160269::P17T-E::Endothelial,GSE160269,P17,P17T-E,Tumor,Endothelial,149
GSE160269::P17T-E::Fibroblasts,GSE160269,P17,P17T-E,Tumor,Fibroblasts,150
GSE160269::P17T-E::Malignant,GSE160269,P17,P17T-E,Tumor,Malignant,215
GSE160269::P17T-E::Pericytes,GSE160269,P17,P17T-E,Tumor,Pericytes,48
GSE160269::P17T-E::Treg,GSE160269,P17,P17T-E,Tumor,Treg,1
GSE160269::P19T-E::Endothelial,GSE160269,P19,P19T-E,Tumor,Endothelial,115
GSE160269::P19T-E::Fibroblasts,GSE160269,P19,P19T-E,Tumor,Fibroblasts,294
GSE160269::P19T-E::Malignant,GSE160269,P19,P19T-E,Tumor,Malignant,161
GSE160269::P19T-E::Pericytes,GSE160269,P19,P19T-E,Tumor,Pericytes,104
GSE160269::P2T-E::Endothelial,GSE160269,P2,P2T-E,Tumor,Endothelial,206
GSE160269::P2T-E::Fibroblasts,GSE160269,P2,P2T-E,Tumor,Fibroblasts,225
GSE160269::P2T-E::Malignant,GSE160269,P2,P2T-E,Tumor,Malignant,1523
GSE160269::P2T-E::Pericytes,GSE160269,P2,P2T-E,Tumor,Pericytes,58
GSE160269::P20T-E::Endothelial,GSE160269,P20,P20T-E,Tumor,Endothelial,514
GSE160269::P20T-E::Fibroblasts,GSE160269,P20,P20T-E,Tumor,Fibroblasts,407
GSE160269::P20T-E::Malignant,GSE160269,P20,P20T-E,Tumor,Malignant,448
GSE160269::P20T-E::Pericytes,GSE160269,P20,P20T-E,Tumor,Pericytes,123
GSE160269::P21T-E::Endothelial,GSE160269,P21,P21T-E,Tumor,Endothelial,378
GSE160269::P21T-E::Fibroblasts,GSE160269,P21,P21T-E,Tumor,Fibroblasts,942
GSE160269::P21T-E::Malignant,GSE160269,P21,P21T-E,Tumor,Malignant,597
GSE160269::P21T-E::Pericytes,GSE160269,P21,P21T-E,Tumor,Pericytes,345
GSE160269::P22T-E::Endothelial,GSE160269,P22,P22T-E,Tumor,Endothelial,144
GSE160269::P22T-E::Fibroblasts,GSE160269,P22,P22T-E,Tumor,Fibroblasts,2959
GSE160269::P22T-E::Malignant,GSE160269,P22,P22T-E,Tumor,Malignant,558
GSE160269::P22T-E::Pericytes,GSE160269,P22,P22T-E,Tumor,Pericytes,149
GSE160269::P22T-E::Tprolif,GSE160269,P22,P22T-E,Tumor,Tprolif,1
GSE160269::P23T-E::Endothelial,GSE160269,P23,P23T-E,Tumor,Endothelial,379
GSE160269::P23T-E::Fibroblasts,GSE160269,P23,P23T-E,Tumor,Fibroblasts,353
GSE160269::P23T-E::Malignant,GSE160269,P23,P23T-E,Tumor,Malignant,922
GSE160269::P23T-E::Pericytes,GSE160269,P23,P23T-E,Tumor,Pericytes,181
GSE160269::P24T-E::CD8Tex,GSE160269,P24,P24T-E,Tumor,CD8Tex,2
GSE160269::P24T-E::Endothelial,GSE160269,P24,P24T-E,Tumor,Endothelial,601
GSE160269::P24T-E::Fibroblasts,GSE160269,P24,P24T-E,Tumor,Fibroblasts,521
GSE160269::P24T-E::Malignant,GSE160269,P24,P24T-E,Tumor,Malignant,1582
GSE160269::P24T-E::Pericytes,GSE160269,P24,P24T-E,Tumor,Pericytes,263
GSE160269::P24T-E::Tprolif,GSE160269,P24,P24T-E,Tumor,Tprolif,2
GSE160269::P26T-E::CD4Tconv,GSE160269,P26,P26T-E,Tumor,CD4Tconv,1
GSE160269::P26T-E::CD8Tex,GSE160269,P26,P26T-E,Tumor,CD8Tex,1
GSE160269::P26T-E::Endothelial,GSE160269,P26,P26T-E,Tumor,Endothelial,103
GSE160269::P26T-E::Fibroblasts,GSE160269,P26,P26T-E,Tumor,Fibroblasts,74
GSE160269::P26T-E::Malignant,GSE160269,P26,P26T-E,Tumor,Malignant,1286
GSE160269::P26T-E::Pericytes,GSE160269,P26,P26T-E,Tumor,Pericytes,80
GSE160269::P27T-E::Endothelial,GSE160269,P27,P27T-E,Tumor,Endothelial,212
GSE160269::P27T-E::Fibroblasts,GSE160269,P27,P27T-E,Tumor,Fibroblasts,318
GSE160269::P27T-E::Malignant,GSE160269,P27,P27T-E,Tumor,Malignant,1686
GSE160269::P27T-E::Pericytes,GSE160269,P27,P27T-E,Tumor,Pericytes,69
GSE160269::P28T-E::Endothelial,GSE160269,P28,P28T-E,Tumor,Endothelial,114
GSE160269::P28T-E::Fibroblasts,GSE160269,P28,P28T-E,Tumor,Fibroblasts,133
GSE160269::P28T-E::Malignant,GSE160269,P28,P28T-E,Tumor,Malignant,1369
GSE160269::P28T-E::Pericytes,GSE160269,P28,P28T-E,Tumor,Pericytes,24
GSE160269::P30T-E::CD4Tconv,GSE160269,P30,P30T-E,Tumor,CD4Tconv,1
GSE160269::P30T-E::Endothelial,GSE160269,P30,P30T-E,Tumor,Endothelial,336
GSE160269::P30T-E::Fibroblasts,GSE160269,P30,P30T-E,Tumor,Fibroblasts,429
GSE160269::P30T-E::Malignant,GSE160269,P30,P30T-E,Tumor,Malignant,374
GSE160269::P30T-E::Pericytes,GSE160269,P30,P30T-E,Tumor,Pericytes,53
GSE160269::P31T-E::Endothelial,GSE160269,P31,P31T-E,Tumor,Endothelial,190
GSE160269::P31T-E::Fibroblasts,GSE160269,P31,P31T-E,Tumor,Fibroblasts,256
GSE160269::P31T-E::Malignant,GSE160269,P31,P31T-E,Tumor,Malignant,1544
GSE160269::P31T-E::Pericytes,GSE160269,P31,P31T-E,Tumor,Pericytes,110
GSE160269::P32T-E::CD8Tex,GSE160269,P32,P32T-E,Tumor,CD8Tex,1
GSE160269::P32T-E::Endothelial,GSE160269,P32,P32T-E,Tumor,Endothelial,424
GSE160269::P32T-E::Fibroblasts,GSE160269,P32,P32T-E,Tumor,Fibroblasts,516
GSE160269::P32T-E::Malignant,GSE160269,P32,P32T-E,Tumor,Malignant,1065
GSE160269::P32T-E::Pericytes,GSE160269,P32,P32T-E,Tumor,Pericytes,81
GSE160269::P36T-E::CD8Tex,GSE160269,P36,P36T-E,Tumor,CD8Tex,2
GSE160269::P36T-E::Endothelial,GSE160269,P36,P36T-E,Tumor,Endothelial,194
GSE160269::P36T-E::Fibroblasts,GSE160269,P36,P36T-E,Tumor,Fibroblasts,138
GSE160269::P36T-E::Malignant,GSE160269,P36,P36T-E,Tumor,Malignant,560
GSE160269::P36T-E::Pericytes,GSE160269,P36,P36T-E,Tumor,Pericytes,22
GSE160269::P36T-E::Tprolif,GSE160269,P36,P36T-E,Tumor,Tprolif,3
GSE160269::P37T-E::Endothelial,GSE160269,P37,P37T-E,Tumor,Endothelial,118
GSE160269::P37T-E::Fibroblasts,GSE160269,P37,P37T-E,Tumor,Fibroblasts,421
GSE160269::P37T-E::Malignant,GSE160269,P37,P37T-E,Tumor,Malignant,481
GSE160269::P37T-E::Pericytes,GSE160269,P37,P37T-E,Tumor,Pericytes,51
GSE160269::P38T-E::Endothelial,GSE160269,P38,P38T-E,Tumor,Endothelial,30
GSE160269::P38T-E::Fibroblasts,GSE160269,P38,P38T-E,Tumor,Fibroblasts,88
GSE160269::P38T-E::Malignant,GSE160269,P38,P38T-E,Tumor,Malignant,697
GSE160269::P38T-E::Pericytes,GSE160269,P38,P38T-E,Tumor,Pericytes,9
GSE160269::P38T-E::Tprolif,GSE160269,P38,P38T-E,Tumor,Tprolif,1
GSE160269::P39T-E::Endothelial,GSE160269,P39,P39T-E,Tumor,Endothelial,41
GSE160269::P39T-E::Fibroblasts,GSE160269,P39,P39T-E,Tumor,Fibroblasts,145
GSE160269::P39T-E::Malignant,GSE160269,P39,P39T-E,Tumor,Malignant,2868
GSE160269::P39T-E::Pericytes,GSE160269,P39,P39T-E,Tumor,Pericytes,7
GSE160269::P4T-E::CD4Tconv,GSE160269,P4,P4T-E,Tumor,CD4Tconv,2
GSE160269::P4T-E::Endothelial,GSE160269,P4,P4T-E,Tumor,Endothelial,195
GSE160269::P4T-E::Fibroblasts,GSE160269,P4,P4T-E,Tumor,Fibroblasts,1357
GSE160269::P4T-E::Malignant,GSE160269,P4,P4T-E,Tumor,Malignant,568
GSE160269::P4T-E::Pericytes,GSE160269,P4,P4T-E,Tumor,Pericytes,226
GSE160269::P40T-E::Endothelial,GSE160269,P40,P40T-E,Tumor,Endothelial,151
GSE160269::P40T-E::Fibroblasts,GSE160269,P40,P40T-E,Tumor,Fibroblasts,920
GSE160269::P40T-E::Malignant,GSE160269,P40,P40T-E,Tumor,Malignant,394
GSE160269::P40T-E::Pericytes,GSE160269,P40,P40T-E,Tumor,Pericytes,18
GSE160269::P42T-E::Endothelial,GSE160269,P42,P42T-E,Tumor,Endothelial,413
GSE160269::P42T-E::Fibroblasts,GSE160269,P42,P42T-E,Tumor,Fibroblasts,589
GSE160269::P42T-E::Malignant,GSE160269,P42,P42T-E,Tumor,Malignant,1137
GSE160269::P42T-E::Pericytes,GSE160269,P42,P42T-E,Tumor,Pericytes,191
GSE160269::P44T-E::DC,GSE160269,P44,P44T-E,Tumor,DC,1
GSE160269::P44T-E::Endothelial,GSE160269,P44,P44T-E,Tumor,Endothelial,320
GSE160269::P44T-E::Fibroblasts,GSE160269,P44,P44T-E,Tumor,Fibroblasts,2087
GSE160269::P44T-E::Malignant,GSE160269,P44,P44T-E,Tumor,Malignant,721
GSE160269::P44T-E::Pericytes,GSE160269,P44,P44T-E,Tumor,Pericytes,192
GSE160269::P47T-E::Endothelial,GSE160269,P47,P47T-E,Tumor,Endothelial,66
GSE160269::P47T-E::Fibroblasts,GSE160269,P47,P47T-E,Tumor,Fibroblasts,1691
GSE160269::P47T-E::Malignant,GSE160269,P47,P47T-E,Tumor,Malignant,1046
GSE160269::P47T-E::Pericytes,GSE160269,P47,P47T-E,Tumor,Pericytes,66
GSE160269::P48T-E::Endothelial,GSE160269,P48,P48T-E,Tumor,Endothelial,246
GSE160269::P48T-E::Fibroblasts,GSE160269,P48,P48T-E,Tumor,Fibroblasts,61
GSE160269::P48T-E::Malignant,GSE160269,P48,P48T-E,Tumor,Malignant,1263
GSE160269::P48T-E::Pericytes,GSE160269,P48,P48T-E,Tumor,Pericytes,21
GSE160269::P49T-E::Endothelial,GSE160269,P49,P49T-E,Tumor,Endothelial,46
GSE160269::P49T-E::Fibroblasts,GSE160269,P49,P49T-E,Tumor,Fibroblasts,189
GSE160269::P49T-E::Malignant,GSE160269,P49,P49T-E,Tumor,Malignant,404
GSE160269::P49T-E::Pericytes,GSE160269,P49,P49T-E,Tumor,Pericytes,22
GSE160269::P5T-E::Endothelial,GSE160269,P5,P5T-E,Tumor,Endothelial,121
GSE160269::P5T-E::Fibroblasts,GSE160269,P5,P5T-E,Tumor,Fibroblasts,754
GSE160269::P5T-E::Malignant,GSE160269,P5,P5T-E,Tumor,Malignant,1484
GSE160269::P5T-E::Pericytes,GSE160269,P5,P5T-E,Tumor,Pericytes,111
GSE160269::P52T-E::CD8Tex,GSE160269,P52,P52T-E,Tumor,CD8Tex,2
GSE160269::P52T-E::Endothelial,GSE160269,P52,P52T-E,Tumor,Endothelial,265
GSE160269::P52T-E::Fibroblasts,GSE160269,P52,P52T-E,Tumor,Fibroblasts,200
GSE160269::P52T-E::Malignant,GSE160269,P52,P52T-E,Tumor,Malignant,857
GSE160269::P52T-E::Pericytes,GSE160269,P52,P52T-E,Tumor,Pericytes,44
GSE160269::P52T-E::Tprolif,GSE160269,P52,P52T-E,Tumor,Tprolif,2
GSE160269::P54T-E::Endothelial,GSE160269,P54,P54T-E,Tumor,Endothelial,76
GSE160269::P54T-E::Fibroblasts,GSE160269,P54,P54T-E,Tumor,Fibroblasts,68
GSE160269::P54T-E::Malignant,GSE160269,P54,P54T-E,Tumor,Malignant,1194
GSE160269::P54T-E::Pericytes,GSE160269,P54,P54T-E,Tumor,Pericytes,13
GSE160269::P56T-E::CD4Tconv,GSE160269,P56,P56T-E,Tumor,CD4Tconv,1
GSE160269::P56T-E::Endothelial,GSE160269,P56,P56T-E,Tumor,Endothelial,10
GSE160269::P56T-E::Fibroblasts,GSE160269,P56,P56T-E,Tumor,Fibroblasts,27
GSE160269::P56T-E::Malignant,GSE160269,P56,P56T-E,Tumor,Malignant,38
GSE160269::P56T-E::Pericytes,GSE160269,P56,P56T-E,Tumor,Pericytes,3
GSE160269::P57T-E::Endothelial,GSE160269,P57,P57T-E,Tumor,Endothelial,640
GSE160269::P57T-E::Fibroblasts,GSE160269,P57,P57T-E,Tumor,Fibroblasts,593
GSE160269::P57T-E::Malignant,GSE160269,P57,P57T-E,Tumor,Malignant,427
GSE160269::P57T-E::Pericytes,GSE160269,P57,P57T-E,Tumor,Pericytes,63
GSE160269::P61T-E::Endothelial,GSE160269,P61,P61T-E,Tumor,Endothelial,316
GSE160269::P61T-E::Fibroblasts,GSE160269,P61,P61T-E,Tumor,Fibroblasts,219
GSE160269::P61T-E::Malignant,GSE160269,P61,P61T-E,Tumor,Malignant,271
GSE160269::P61T-E::Pericytes,GSE160269,P61,P61T-E,Tumor,Pericytes,55
GSE160269::P62T-E::Endothelial,GSE160269,P62,P62T-E,Tumor,Endothelial,25
GSE160269::P62T-E::Fibroblasts,GSE160269,P62,P62T-E,Tumor,Fibroblasts,44
GSE160269::P62T-E::Malignant,GSE160269,P62,P62T-E,Tumor,Malignant,951
GSE160269::P62T-E::Pericytes,GSE160269,P62,P62T-E,Tumor,Pericytes,1
GSE160269::P62T-E::Tprolif,GSE160269,P62,P62T-E,Tumor,Tprolif,1
GSE160269::P63T-E::Endothelial,GSE160269,P63,P63T-E,Tumor,Endothelial,19
GSE160269::P63T-E::Fibroblasts,GSE160269,P63,P63T-E,Tumor,Fibroblasts,39
GSE160269::P63T-E::Malignant,GSE160269,P63,P63T-E,Tumor,Malignant,24
GSE160269::P63T-E::Pericytes,GSE160269,P63,P63T-E,Tumor,Pericytes,7
GSE160269::P65T-E::Endothelial,GSE160269,P65,P65T-E,Tumor,Endothelial,548
GSE160269::P65T-E::Fibroblasts,GSE160269,P65,P65T-E,Tumor,Fibroblasts,896
GSE160269::P65T-E::Malignant,GSE160269,P65,P65T-E,Tumor,Malignant,345
GSE160269::P65T-E::Pericytes,GSE160269,P65,P65T-E,Tumor,Pericytes,20
GSE160269::P74T-E::Endothelial,GSE160269,P74,P74T-E,Tumor,Endothelial,16
GSE160269::P74T-E::Fibroblasts,GSE160269,P74,P74T-E,Tumor,Fibroblasts,213
GSE160269::P74T-E::Malignant,GSE160269,P74,P74T-E,Tumor,Malignant,316
GSE160269::P74T-E::Pericytes,GSE160269,P74,P74T-E,Tumor,Pericytes,22
GSE160269::P75T-E::CD8Tex,GSE160269,P75,P75T-E,Tumor,CD8Tex,2
GSE160269::P75T-E::Endothelial,GSE160269,P75,P75T-E,Tumor,Endothelial,55
GSE160269::P75T-E::Fibroblasts,GSE160269,P75,P75T-E,Tumor,Fibroblasts,327
GSE160269::P75T-E::Malignant,GSE160269,P75,P75T-E,Tumor,Malignant,393
GSE160269::P75T-E::Pericytes,GSE160269,P75,P75T-E,Tumor,Pericytes,86
GSE160269::P76T-E::CD4Tconv,GSE160269,P76,P76T-E,Tumor,CD4Tconv,1
GSE160269::P76T-E::Endothelial,GSE160269,P76,P76T-E,Tumor,Endothelial,71
GSE160269::P76T-E::Fibroblasts,GSE160269,P76,P76T-E,Tumor,Fibroblasts,616
GSE160269::P76T-E::Malignant,GSE160269,P76,P76T-E,Tumor,Malignant,1312
GSE160269::P76T-E::Pericytes,GSE160269,P76,P76T-E,Tumor,Pericytes,44
GSE160269::P79T-E::Endothelial,GSE160269,P79,P79T-E,Tumor,Endothelial,309
GSE160269::P79T-E::Fibroblasts,GSE160269,P79,P79T-E,Tumor,Fibroblasts,522
GSE160269::P79T-E::Malignant,GSE160269,P79,P79T-E,Tumor,Malignant,994
GSE160269::P79T-E::Pericytes,GSE160269,P79,P79T-E,Tumor,Pericytes,54
GSE160269::P8T-E::Endothelial,GSE160269,P8,P8T-E,Tumor,Endothelial,450
GSE160269::P8T-E::Fibroblasts,GSE160269,P8,P8T-E,Tumor,Fibroblasts,1957
GSE160269::P8T-E::Malignant,GSE160269,P8,P8T-E,Tumor,Malignant,601
GSE160269::P8T-E::Pericytes,GSE160269,P8,P8T-E,Tumor,Pericytes,136
GSE160269::P80T-E::CD4Tconv,GSE160269,P80,P80T-E,Tumor,CD4Tconv,1
GSE160269::P80T-E::CD8Tex,GSE160269,P80,P80T-E,Tumor,CD8Tex,3
GSE160269::P80T-E::Endothelial,GSE160269,P80,P80T-E,Tumor,Endothelial,123
GSE160269::P80T-E::Fibroblasts,GSE160269,P80,P80T-E,Tumor,Fibroblasts,42
GSE160269::P80T-E::Malignant,GSE160269,P80,P80T-E,Tumor,Malignant,278
GSE160269::P80T-E::Pericytes,GSE160269,P80,P80T-E,Tumor,Pericytes,4
GSE160269::P80T-E::Treg,GSE160269,P80,P80T-E,Tumor,Treg,1
GSE160269::P82T-E::Endothelial,GSE160269,P82,P82T-E,Tumor,Endothelial,95
GSE160269::P82T-E::Fibroblasts,GSE160269,P82,P82T-E,Tumor,Fibroblasts,22
GSE160269::P82T-E::Malignant,GSE160269,P82,P82T-E,Tumor,Malignant,110
GSE160269::P82T-E::Pericytes,GSE160269,P82,P82T-E,Tumor,Pericytes,15
GSE160269::P82T-E::Tprolif,GSE160269,P82,P82T-E,Tumor,Tprolif,1
GSE160269::P83T-E::Endothelial,GSE160269,P83,P83T-E,Tumor,Endothelial,32
GSE160269::P83T-E::Fibroblasts,GSE160269,P83,P83T-E,Tumor,Fibroblasts,185
GSE160269::P83T-E::Malignant,GSE160269,P83,P83T-E,Tumor,Malignant,453
GSE160269::P83T-E::Pericytes,GSE160269,P83,P83T-E,Tumor,Pericytes,13
GSE160269::P84T-E::CD8Tex,GSE160269,P84,P84T-E,Tumor,CD8Tex,1
GSE160269::P84T-E::Endothelial,GSE160269,P84,P84T-E,Tumor,Endothelial,184
GSE160269::P84T-E::Fibroblasts,GSE160269,P84,P84T-E,Tumor,Fibroblasts,618
GSE160269::P84T-E::Malignant,GSE160269,P84,P84T-E,Tumor,Malignant,219
GSE160269::P84T-E::Pericytes,GSE160269,P84,P84T-E,Tumor,Pericytes,75
GSE160269::P87T-E::Endothelial,GSE160269,P87,P87T-E,Tumor,Endothelial,61
GSE160269::P87T-E::Fibroblasts,GSE160269,P87,P87T-E,Tumor,Fibroblasts,104
GSE160269::P87T-E::Malignant,GSE160269,P87,P87T-E,Tumor,Malignant,5
GSE160269::P87T-E::Pericytes,GSE160269,P87,P87T-E,Tumor,Pericytes,3
GSE160269::P89T-E::Endothelial,GSE160269,P89,P89T-E,Tumor,Endothelial,4
GSE160269::P89T-E::Fibroblasts,GSE160269,P89,P89T-E,Tumor,Fibroblasts,2
GSE160269::P89T-E::Malignant,GSE160269,P89,P89T-E,Tumor,Malignant,209
GSE160269::P89T-E::Tprolif,GSE160269,P89,P89T-E,Tumor,Tprolif,1
GSE160269::P89T-E::Treg,GSE160269,P89,P89T-E,Tumor,Treg,1
GSE160269::P9T-E::Endothelial,GSE160269,P9,P9T-E,Tumor,Endothelial,202
GSE160269::P9T-E::Fibroblasts,GSE160269,P9,P9T-E,Tumor,Fibroblasts,1989
GSE160269::P9T-E::Malignant,GSE160269,P9,P9T-E,Tumor,Malignant,869
GSE160269::P9T-E::Pericytes,GSE160269,P9,P9T-E,Tumor,Pericytes,161
GSE160269::P91T-E::Endothelial,GSE160269,P91,P91T-E,Tumor,Endothelial,160
GSE160269::P91T-E::Fibroblasts,GSE160269,P91,P91T-E,Tumor,Fibroblasts,304
GSE160269::P91T-E::Malignant,GSE160269,P91,P91T-E,Tumor,Malignant,39
GSE160269::P91T-E::Pericytes,GSE160269,P91,P91T-E,Tumor,Pericytes,29
GSE160269::P94T-E::Endothelial,GSE160269,P94,P94T-E,Tumor,Endothelial,92
GSE160269::P94T-E::Fibroblasts,GSE160269,P94,P94T-E,Tumor,Fibroblasts,14
GSE160269::P94T-E::Malignant,GSE160269,P94,P94T-E,Tumor,Malignant,33
GSE160269::P94T-E::Pericytes,GSE160269,P94,P94T-E,Tumor,Pericytes,14
GSE160269::P1T-I::B,GSE160269,P1,P1T-I,Tumor,B,80
GSE160269::P1T-I::CD4Tconv,GSE160269,P1,P1T-I,Tumor,CD4Tconv,191
GSE160269::P1T-I::CD8Tex,GSE160269,P1,P1T-I,Tumor,CD8Tex,145
GSE160269::P1T-I::DC,GSE160269,P1,P1T-I,Tumor,DC,37
GSE160269::P1T-I::Fibroblasts,GSE160269,P1,P1T-I,Tumor,Fibroblasts,10
GSE160269::P1T-I::Mast,GSE160269,P1,P1T-I,Tumor,Mast,4
GSE160269::P1T-I::Mono/Macro,GSE160269,P1,P1T-I,Tumor,Mono/Macro,115
GSE160269::P1T-I::Plasma,GSE160269,P1,P1T-I,Tumor,Plasma,204
GSE160269::P1T-I::Tprolif,GSE160269,P1,P1T-I,Tumor,Tprolif,21
GSE160269::P1T-I::Treg,GSE160269,P1,P1T-I,Tumor,Treg,175
GSE160269::P10T-I::B,GSE160269,P10,P10T-I,Tumor,B,21
GSE160269::P10T-I::CD4Tconv,GSE160269,P10,P10T-I,Tumor,CD4Tconv,114
